company_logo_url,company_logo_text,company_name,relation_to_event,event_url,company_revenue,n_employees,company_phone,company_founding_year,company_address,company_industry,company_overview,homepage_url,linkedin_company_url,homepage_base_url,company_logo_url_on_event_page,company_logo_match_flag
https://d1hbpr09pwz0sk.cloudfront.net/logo_url/nanyang-business-school-52dd0f4d,Nanyang Technological University,Nanyang Business School,exhibitor,https://apac.commoditytradingweek.com/,$893.6 million,1206.0,(656) 790-3888,1950,"1 Nanyang Walk L 3, Singapore 637616, SG","Education Administration Programs,  Colleges & Universities,  Education","Nanyang Business School Information
Consistently ranked among the world’s premier business schools, Nanyang Technological University’s Nanyang Business School (NBS) has been preparing leaders for business and public service, advancing global management knowledge and practice for decades. Being fully integrated into Nanyang Technological University, we draw on the strengths of one of Asia’s most comprehensive research-intensive universities to provide holistic, interdisciplinary business education. NBS believes that responsible and culturally sensitive leadership in business and government is key to securing a sustainable future for a globalised world. Through our teaching and research, we are well-placed to empower the next generation of business leaders to innovate for the future, lead with impact, and transform with cultural dexterity.
View Top Employees from Nanyang Business School",https://www.ntu.edu.sg/business,,ntu.edu.sg,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/nanyang_web_logo-1-1.png,yes
https://d1hbpr09pwz0sk.cloudfront.net/logo_url/polestar-cffcedf0,POLE STAR,Polestar,sponsor,https://apac.commoditytradingweek.com/,$1.3 billion,3232.0,+46 31 761 82 00,2017,"9 Assar Gabrielssons Väg, Goeteborg, Vaestra Goetaland 418 78, SE","Motor Vehicle Manufacturing,  Manufacturing General,  Automotive,  Cars,  Manufacturing,  Transportation,  Performance,  Electric Vehicle,  Event,  Mechanical Engineering,  Science and Engineering","Polestar Information
Polestar - the guiding star. We are an electric performance brand, determined to improve the society we live in. Our focus is on uncompromised design and technology.  Passion and emotion drive us, electricity and innovation drive our cars. Our products are excellent, efficient and entertaining.  In Polestar’s future, there is no room for shortcuts, excuses or compromises. We are all in, dedicated on our ambition. Guiding our industry forward through pure, progressive, performance. At Polestar, the sky is the limit.
View Top Employees from Polestar",https://www.polestar.com,,polestar.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/polestar_web-1.png,yes
https://d1hbpr09pwz0sk.cloudfront.net/logo_url/pole-star-group-of-companies-fdaa6384,POLE STAR,POLESTAR GLOBAL LIMITED,sponsor,https://apac.commoditytradingweek.com/,$30 million,122.0,+44 20 7313 7400,1998,"The Yellow Building 1 Nicholas Rd Fl 2, London, Greater London W11 4AN, GB","Business Services General,  Fleet Management,  Business Services,  Vessel Monitoring,  Vessel Tracking,  SSAS (Ship Secuirty Alert Systems),  LRIT Data Centre/ASP services,  LRIT testing services","POLESTAR GLOBAL LIMITED Information
Pole Star Space Applications is a leading provider of ship-centric tracking, monitoring, compliance, and risk management services to the shipping & offshore, government, and financial markets & compliance sectors. Established in 1998, we are a privately owned company headquartered in London with offices in Panama, Singapore, Hong Kong, and Sydney. We strive to be the digital eyes and ears of the seas, making maritime trade safe, transparent and compliant. We understand the needs of the maritime sector, developing innovative and reliable systems, and serving over 1200 shipping companies, 100 governments, and 50 banks and commodity trading firms directly or through our global distribution network
View Top Employees from POLESTAR GLOBAL LIMITED",http://www.polestarglobal.com,,polestarglobal.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/polestar_web-1.png,yes
https://media.licdn.com/dms/image/C4D0BAQH7aAxW-_jZEA/company-logo_200_200/0/1630546911319?e=1727308800&v=beta&t=WdL4IIhpiLVtUDQP9tqhCDQcwmITr9SSWGAwTNkMfqU,PROPELLER CLUB,Propeller Club-Geneva,partner,https://apac.commoditytradingweek.com/,,2-10,,,,Maritime,Providing Networking and Learning opportunities for professionals in the Trading and Shipping Industry in the larger Geneva area.,https://propellerclub-gva.ch/,https://ch.linkedin.com/company/propeller-club-geneva/about,propellerclub-gva.ch,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/propeller_web-1.png,yes
https://d1hbpr09pwz0sk.cloudfront.net/logo_url/sgx-regco-ce00c62a,SGX Commodities,SGX RegCo,partner,https://apac.commoditytradingweek.com/,$631 million,1057.0,(656) 236-8888,2017,"2 Shenton Way 02-02 Centre 1, Singapore, Central Singapore, SG","Financial Services,  Finance,  Finance General,  Other Capital Markets/Institutions","SGX RegCo Information
Singapore Exchange Regulation (SGX RegCo) is the independent subsidiary of Singapore Exchange (SGX). We are charged with carrying out all frontline regulatory functions on behalf of SGX and its regulated subsidiaries. Our responsibilities include policy-making and enforcement in respect of the Listing, Trading, Depository and Clearing Rules, the supervision of companies and issuers, Member firms and their representatives, and the monitoring of trading activities in SGX markets. Our mission is to foster trust in and support the development of SGX’s market. We report to our own Board and to the Monetary Authority of Singapore.
View Top Employees from SGX RegCo",https://regco.sgx.com,,sgx.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/sgx_commodities_web_ctwapac.jpg,yes
https://media.licdn.com/dms/image/D560BAQFdyvP9nyP7RQ/company-logo_200_200/0/1665642831430/singapore_mining_club_logo?e=1727308800&v=beta&t=TwJ0WLzKbiiUO2yeG_Rr83tTZdY5FY7_sdmeXBa0FfM,SINGAPORE MINING CLUB,Singapore Mining Club,partner,https://apac.commoditytradingweek.com/,,2-10,,2014,,Mining,Asia's networking club for mining and commodities professionals.,https://singaporeminingclub.com,https://sg.linkedin.com/company/singapore-mining-club/about,singaporeminingclub.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/singapore_associate.jpg,yes
https://d1hbpr09pwz0sk.cloudfront.net/logo_url/trade-data-monitor-llc-f9f004d5,Trade Data Monitor,Trade Data Monitor LLC,sponsor,https://apac.commoditytradingweek.com/,,27.0,,2017,"225 Seven Farms Drive, Charleston, South Carolina 29492, US",Wholesale Import and Export,"Trade Data Monitor LLC Information
Customized Products for Data-Driven Answers From government, to private sector, to trade associations, our clients trust the quality of our Trade Data Monitor database of international trade statistics, analysis, and reporting for data-driven answers to crucial questions in any industry, around the globe. There’s never any charge for training and you’re never alone. Our Trade Data Monitor experts provide personalized consulting and customer service to help you better understand reports, see the global perspective, anticipate challenges, and seize potential. Learn how we can meet your merchandise import & export trade data information needs with our Trade Data Monitor search engine.
View Top Employees from Trade Data Monitor LLC",https://www.tradedatamonitor.com/,,tradedatamonitor.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/tdm_logo.jpg,yes
https://media.licdn.com/dms/image/D4E0BAQE-7z8lXwrKBg/company-logo_200_200/0/1712228145929/the_broker_club_logo?e=1727308800&v=beta&t=luXuYw9M9IihJJZKlbwocXfh5lvE56uvMOLnB2Pz2zw,TheBrokerClub,The Broker Club,partner,https://apac.commoditytradingweek.com/,,11-50,,2018,,Financial Services,"""A unique forum for brokers and other professionals to share knowledge and experience, and to participate in regular events and meetings geared specifically to the capital markets community""",http://www.thebrokerclub.org,https://www.linkedin.com/company/the-broker-club/about,thebrokerclub.org,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/the_broker_club_web_logo.png,yes
https://d1hbpr09pwz0sk.cloudfront.net/logo_url/bloomberg-16297eb9,TRADE FINANCE GLOBAL,Bloomberg,partner,https://apac.commoditytradingweek.com/,$12.2 billion,"10,001+",(212) 318-2000,1981,"731 Lexington Ave, New York, New York 10022, US",Financial Services,"Bloomberg is a global leader in business and financial information, delivering trusted data, news, and insights that bring transparency, efficiency, and fairness to markets. The company helps connect influential communities across the global financial ecosystem via reliable technology solutions that enable our customers to make more informed decisions and foster better collaboration.",http://bloomberg.com/company,https://ch.linkedin.com/company/bloomberg-news/about,bloomberg.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/trade_finance_global_logo.jpg,yes
https://media.licdn.com/dms/image/C560BAQHPAHEgiauttA/company-logo_200_200/0/1630663825522/tradeflow_capital_management_usa_logo?e=1727308800&v=beta&t=Uob-eWBv4UbUwlIcJXShnwhxusek99cTzS5sKWHWxUQ,TradeFlow Capital Management,TradeFlow Capital Management,exhibitor,https://apac.commoditytradingweek.com/,,11-50,,2016,,Financial Services,"Our non-credit, FinTech enabled approach to enabling physical commodity import/export transactions, which is unique in the trade finance world, swaps pure credit risk faced by investors in other trade finance funds for real-world insurable physical risks.",http://www.tradeflow.capital,https://sg.linkedin.com/company/tradeflow-capital-management-usa/about,tradeflow.capital,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/tradeflow_web_logo.png,yes
https://media.licdn.com/dms/image/D560BAQF7Bp5iSWLUfQ/company-logo_200_200/0/1719255416911/value_creed_llc_logo?e=1727308800&v=beta&t=ci4vUxUSFCftDVUv15F5FfAIOdmoxww-yfnY69sJN-Q,Value Creed,Value Creed,sponsor,https://apac.commoditytradingweek.com/,,51-200,,2016,,Oil and Gas,"Value Creed brings a new model exclusively to the CTRM Ecosystem. With a focus on improving the effectiveness of CTRM Application Customers in the run and operate phase, Value Creed's expert-driven Managed Services provides CTRM customers with the expertise to get the most from their system, securely and rapidly move to the cloud and engage with experts to accomplish the support and enhancements that will truly help them achieve their business goals and vision with their CTRM Application.",https://www.valuecreed.com/,https://www.linkedin.com/company/value-creed-llc/about,valuecreed.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/valuecreed_WEB_logo-1.png,yes
https://d1hbpr09pwz0sk.cloudfront.net/logo_url/wimar-sg-0913bd18,WIMARSG,WIMAR SG,partner,https://apac.commoditytradingweek.com/,,"1,001-5,000 employees",,2013,,Mining,"We are a growing network of more than 20 corporate member companies representing over 1,500 employees in the mining, resources and related sectors in Singapore. Our mission is to drive progression in diversity, equity and inclusion to help everyone reach their full potential. We connect people to build a supportive, inclusive and vibrant community. We inspire people by providing new perspectives, ideas and access to role models. We empower people to seek out innovation, opportunities and challenge the status quo through our high quality training programmes and workshops.",http://www.wimarsg.com/,https://ch.linkedin.com/company/wimar-sg/about,wimarsg.com,https://apac.commoditytradingweek.com/wp-content/uploads/2022/03/wimarsg_web.png,yes
